Date;Time;Severity;Message
2026/06/30;16:28:19.394;INFO;[Config    ] Configuring the converter.;
2026/06/30;16:28:19.395;INFO;[Config    ] Configuration finished successfully..;
2026/06/30;16:28:19.395;INFO;================================================================================;
2026/06/30;16:28:19.395;INFO;[Validation] Validating aeb_csc_001.xosc.;
2026/06/30;16:28:19.395;INFO;--------------------------------------------------------------------------------;
2026/06/30;16:28:19.406;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/06/30;16:28:19.414;INFO;--------------------------------------------------------------------------------;
2026/06/30;16:28:19.453;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/06/30;16:28:19.453;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/06/30;16:28:19.453;INFO;[Validation] Validation finished. Duration: 58ms.;
2026/06/30;16:28:19.453;INFO;================================================================================;
2026/06/30;16:28:19.453;INFO;[Loading   ] Loading aeb_csc_001.xosc;
2026/06/30;16:28:19.461;INFO;[Loading   ] Loading finished. Duration: 7ms;
2026/06/30;16:28:19.461;INFO;================================================================================;
2026/06/30;16:28:19.461;INFO;[Conversion] Converting aeb_csc_001.xosc;
2026/06/30;16:28:20.310;WARN;[Conversion][Entity       ] Entity: Ego. Traffic template file "car_ego" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/06/30;16:28:20.310;INFO;[Conversion][Entity       ] Entity: Ego. Vehicle Infofile "aeb_csc_001_Ego" is found in project directory;
2026/06/30;16:28:20.310;WARN;[Conversion][Entity       ] Entity: TV. Traffic template file "bus" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/06/30;16:28:20.310;INFO;[Conversion][Entity       ] Entity: TV. Traffic template file "aeb_csc_001_TV" is found in project directory. File "aeb_csc_001_TV" updated in project directory.;
2026/06/30;16:28:20.310;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/06/30;16:28:20.310;INFO;[Conversion]        [Condition    ] Condition: end. Converted.;
2026/06/30;16:28:20.310;INFO;[Conversion][Entity       ] Entity: TV. Converting Maneuvers.;
2026/06/30;16:28:20.310;INFO;[Conversion]    [Event        ] Event: act_1->TV_stop->TV_stop_maneuver->TV_stop_event. Converted.;
2026/06/30;16:28:20.310;INFO;[Conversion]        [Action       ] Action: TV_stop_action. Converted.;
2026/06/30;16:28:20.310;INFO;[Conversion]        [Condition    ] Condition: TV_stop_start. Converted.;
2026/06/30;16:28:20.310;INFO;[Conversion] Conversion finished. Duration: 849ms;
2026/06/30;16:28:20.310;INFO;================================================================================;
2026/06/30;16:28:20.310;INFO;[Write     ] Writing InfoFiles;
2026/06/30;16:28:20.313;INFO;[Write     ] Driver template file "Data\Driver\Template\Car_Normal_osc" is found in project directory;
2026/06/30;16:28:20.313;INFO;[Write     ] TestRun file path: Data\TestRun\aeb_csc_001;
2026/06/30;16:28:20.313;INFO;[Write     ] Road file path: Data\Road\aeb_csc_001_road.rd5;
2026/06/30;16:28:20.314;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260630_162819_aeb_csc_001.txt;
2026/06/30;16:28:20.314;INFO;[Write     ] Writing finished. Duration: 3ms;
2026/06/30;16:28:20.314;INFO;================================================================================;
2026/06/30;16:28:20.314;INFO;Process finished successfully. Total conversion time: 919ms;
2026/06/30;16:28:20.314;INFO;================================================================================;
