Date;Time;Severity;Message
2026/06/26;11:13:47.584;INFO;[Config    ] Configuring the converter.;
2026/06/26;11:13:47.586;INFO;[Config    ] Configuration finished successfully..;
2026/06/26;11:13:47.586;INFO;================================================================================;
2026/06/26;11:13:47.586;INFO;[Validation] Validating acc_csc_002_001.xosc.;
2026/06/26;11:13:47.588;INFO;--------------------------------------------------------------------------------;
2026/06/26;11:13:47.618;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/06/26;11:13:47.626;INFO;--------------------------------------------------------------------------------;
2026/06/26;11:13:47.671;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/06/26;11:13:47.671;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/06/26;11:13:47.671;INFO;[Validation] Validation finished. Duration: 84ms.;
2026/06/26;11:13:47.671;INFO;================================================================================;
2026/06/26;11:13:47.671;INFO;[Loading   ] Loading acc_csc_002_001.xosc;
2026/06/26;11:13:47.682;INFO;[Loading   ] Loading finished. Duration: 10ms;
2026/06/26;11:13:47.682;INFO;================================================================================;
2026/06/26;11:13:47.682;INFO;[Conversion] Converting acc_csc_002_001.xosc;
2026/06/26;11:13:48.845;INFO;[Conversion][Entity       ] Entity: Ego. Vehicle Infofile "acc_csc_002_Ego" is found in project directory;
2026/06/26;11:13:48.845;INFO;[Conversion][Entity       ] Entity: TV. Traffic template file "acc_csc_002_TV" is found in project directory. File "acc_csc_002_TV" updated in project directory.;
2026/06/26;11:13:48.845;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/06/26;11:13:48.845;INFO;[Conversion]        [Condition    ] Condition: end. Converted.;
2026/06/26;11:13:48.846;INFO;[Conversion][Entity       ] Entity: Ego. Converting Maneuvers as Ego.;
2026/06/26;11:13:48.846;INFO;[Conversion]    [Event        ] Event: act_1->Ego_cruise_control->Ego_cruise_control_maneuver->Ego_cruise_event. Converted.;
2026/06/26;11:13:48.846;INFO;[Conversion]        [Action       ] Action: Ego_cruise_action. Converted.;
2026/06/26;11:13:48.846;INFO;[Conversion]        [Condition    ] Condition: Ego_cruise_start. Converted.;
2026/06/26;11:13:48.846;INFO;[Conversion] Conversion finished. Duration: 1s 164ms;
2026/06/26;11:13:48.846;INFO;================================================================================;
2026/06/26;11:13:48.846;INFO;[Write     ] Writing InfoFiles;
2026/06/26;11:13:48.849;INFO;[Write     ] Driver template file "Data\Driver\Template\Car_Normal_osc" is found in project directory;
2026/06/26;11:13:48.850;INFO;[Write     ] TestRun file path: Data\TestRun\OSC_Imported\longitudinal_feature\ACC\acc_csc_002;
2026/06/26;11:13:48.851;INFO;[Write     ] Road file path: Data\Road\ALKS_Road_Different_Curvatures.rd5;
2026/06/26;11:13:48.852;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260626_111347_acc_csc_002_001.txt;
2026/06/26;11:13:48.852;INFO;[Write     ] Writing finished. Duration: 6ms;
2026/06/26;11:13:48.853;INFO;================================================================================;
2026/06/26;11:13:48.853;INFO;Process finished successfully. Total conversion time: 1s 266ms;
2026/06/26;11:13:48.853;INFO;================================================================================;
