Date;Time;Severity;Message
2026/07/01;10:21:07.599;INFO;[Config    ] Configuring the converter.;
2026/07/01;10:21:07.601;INFO;[Config    ] Configuration finished successfully..;
2026/07/01;10:21:07.601;INFO;================================================================================;
2026/07/01;10:21:07.601;INFO;[Validation] Validating aeb_csc_001_001.xosc.;
2026/07/01;10:21:07.602;INFO;--------------------------------------------------------------------------------;
2026/07/01;10:21:07.615;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/07/01;10:21:07.615;INFO;--------------------------------------------------------------------------------;
2026/07/01;10:21:07.651;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/07/01;10:21:07.651;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/07/01;10:21:07.651;INFO;[Validation] Validation finished. Duration: 50ms.;
2026/07/01;10:21:07.651;INFO;================================================================================;
2026/07/01;10:21:07.651;INFO;[Loading   ] Loading aeb_csc_001_001.xosc;
2026/07/01;10:21:07.660;INFO;[Loading   ] Loading finished. Duration: 8ms;
2026/07/01;10:21:07.660;INFO;================================================================================;
2026/07/01;10:21:07.660;INFO;[Conversion] Converting aeb_csc_001_001.xosc;
2026/07/01;10:21:07.663;ERROR;[Conversion][Preprocessing] The entity "tv" is not initialized in the Init->Actions.;
2026/07/01;10:21:07.665;FATAL;[Conversion] Conversion failed for file aeb_csc_001_001.xosc;
