Date;Time;Severity;Message
2026/06/23;16:03:32.274;INFO;[Config    ] Configuring the converter.;
2026/06/23;16:03:32.275;INFO;[Config    ] Configuration finished successfully..;
2026/06/23;16:03:32.275;INFO;================================================================================;
2026/06/23;16:03:32.275;INFO;[Validation] Validating acc_csc_004.xosc.;
2026/06/23;16:03:32.275;INFO;--------------------------------------------------------------------------------;
2026/06/23;16:03:32.294;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/06/23;16:03:32.294;INFO;--------------------------------------------------------------------------------;
2026/06/23;16:03:32.332;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/06/23;16:03:32.332;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/06/23;16:03:32.332;INFO;[Validation] Validation finished. Duration: 56ms.;
2026/06/23;16:03:32.332;INFO;================================================================================;
2026/06/23;16:03:32.332;INFO;[Loading   ] Loading acc_csc_004.xosc;
2026/06/23;16:03:32.338;INFO;[Loading   ] Loading finished. Duration: 6ms;
2026/06/23;16:03:32.339;INFO;================================================================================;
2026/06/23;16:03:32.339;INFO;[Conversion] Converting acc_csc_004.xosc;
2026/06/23;16:03:33.721;WARN;[Conversion][Entity       ] Entity: Bus. Traffic template file "bus" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/06/23;16:03:33.721;INFO;[Conversion][Entity       ] Entity: Bus. File "acc_csc_004_Bus" created in project directory;
2026/06/23;16:03:33.721;WARN;[Conversion][Entity       ] Entity: Ego. Traffic template file "car_ego" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/06/23;16:03:33.721;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/06/23;16:03:33.721;INFO;[Conversion]        [Condition    ] Condition: act_end. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion][Entity       ] Entity: Bus. Converting Maneuvers.;
2026/06/23;16:03:33.721;INFO;[Conversion]    [Event        ] Event: act_1->tv_group->tv_maneuver->tv_cutin_event. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion]        [Action       ] Action: tv_cutin_action. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion]        [Condition    ] Condition: cutin_cond. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion]        [Condition    ] Condition: act_end. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion]    [Event        ] Event: act_1->tv_group->tv_maneuver->tv_hold_cutin. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion]        [Action       ] Action: tv_hold_act. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion]        [Condition    ] Condition: hold_cutin_cond. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion]        [Condition    ] Condition: act_end. Converted.;
2026/06/23;16:03:33.721;INFO;[Conversion] Conversion finished. Duration: 1s 382ms;
2026/06/23;16:03:33.721;INFO;================================================================================;
2026/06/23;16:03:33.721;INFO;[Write     ] Writing InfoFiles;
2026/06/23;16:03:33.726;INFO;[Write     ] File "Data\Driver\Template\Car_Normal_osc" created in project directory;
2026/06/23;16:03:33.726;INFO;[Write     ] TestRun file path: Data\TestRun\acc_csc_004;
2026/06/23;16:03:33.726;INFO;[Write     ] Road file path: Data\Road\acc_csc_004_road.rd5;
2026/06/23;16:03:33.727;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260623_160332_acc_csc_004.txt;
2026/06/23;16:03:33.727;INFO;[Write     ] Writing finished. Duration: 6ms;
2026/06/23;16:03:33.727;INFO;================================================================================;
2026/06/23;16:03:33.727;INFO;Process finished successfully. Total conversion time: 1s 451ms;
2026/06/23;16:03:33.727;INFO;================================================================================;
