Date;Time;Severity;Message
2026/06/30;08:50:31.631;INFO;[Config    ] Configuring the converter.;
2026/06/30;08:50:31.632;INFO;[Config    ] Configuration finished successfully..;
2026/06/30;08:50:31.632;INFO;================================================================================;
2026/06/30;08:50:31.632;INFO;[Validation] Validating acc_csc_003_001.xosc.;
2026/06/30;08:50:31.633;INFO;--------------------------------------------------------------------------------;
2026/06/30;08:50:31.657;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/06/30;08:50:31.658;INFO;--------------------------------------------------------------------------------;
2026/06/30;08:50:31.695;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/06/30;08:50:31.695;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/06/30;08:50:31.696;INFO;[Validation] Validation finished. Duration: 63ms.;
2026/06/30;08:50:31.696;INFO;================================================================================;
2026/06/30;08:50:31.696;INFO;[Loading   ] Loading acc_csc_003_001.xosc;
2026/06/30;08:50:31.704;INFO;[Loading   ] Loading finished. Duration: 8ms;
2026/06/30;08:50:31.704;INFO;================================================================================;
2026/06/30;08:50:31.704;INFO;[Conversion] Converting acc_csc_003_001.xosc;
2026/06/30;08:50:32.550;INFO;[Conversion][Entity       ] Entity: Ego. Vehicle Infofile "acc_csc_003_Ego" is found in project directory;
2026/06/30;08:50:32.550;INFO;[Conversion][Entity       ] Entity: TV. Traffic template file "acc_csc_003_TV" is found in project directory. File "acc_csc_003_TV" updated in project directory.;
2026/06/30;08:50:32.550;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/06/30;08:50:32.550;INFO;[Conversion]        [Condition    ] Condition: end. Converted.;
2026/06/30;08:50:32.550;INFO;[Conversion][Entity       ] Entity: TV. Converting Maneuvers.;
2026/06/30;08:50:32.550;INFO;[Conversion]    [Event        ] Event: act_1->TV_cutin->TV_cutin_maneuver->TV_cutin_event. Converted.;
2026/06/30;08:50:32.550;INFO;[Conversion]        [Action       ] Action: TV_cutin_action. Converted.;
2026/06/30;08:50:32.550;INFO;[Conversion]        [Condition    ] Condition: TV_cutin_start. Converted.;
2026/06/30;08:50:32.550;INFO;[Conversion]    [Event        ] Event: act_1->TV_cutin->TV_cutin_maneuver->TV_maintain_speed_event. Converted.;
2026/06/30;08:50:32.550;INFO;[Conversion]        [Action       ] Action: TV_maintain_speed_action. Converted.;
2026/06/30;08:50:32.550;INFO;[Conversion]        [Condition    ] Condition: TV_maintain_speed_condition. Converted.;
2026/06/30;08:50:32.550;INFO;[Conversion] Conversion finished. Duration: 843ms;
2026/06/30;08:50:32.550;INFO;================================================================================;
2026/06/30;08:50:32.550;INFO;[Write     ] Writing InfoFiles;
2026/06/30;08:50:32.553;INFO;[Write     ] Driver template file "Data\Driver\Template\Car_Normal_osc" is found in project directory;
2026/06/30;08:50:32.553;INFO;[Write     ] TestRun file path: Data\TestRun\OSC_Imported\longitudinal_feature\ACC\acc_csc_003;
2026/06/30;08:50:32.553;INFO;[Write     ] Road file path: Data\Road\ALKS_Road_Different_Curvatures.rd5;
2026/06/30;08:50:32.554;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260630_085031_acc_csc_003_001.txt;
2026/06/30;08:50:32.554;INFO;[Write     ] Writing finished. Duration: 4ms;
2026/06/30;08:50:32.554;INFO;================================================================================;
2026/06/30;08:50:32.554;INFO;Process finished successfully. Total conversion time: 919ms;
2026/06/30;08:50:32.554;INFO;================================================================================;
