Date;Time;Severity;Message
2026/07/01;11:20:22.804;INFO;[Config    ] Configuring the converter.;
2026/07/01;11:20:22.815;INFO;[Config    ] Configuration finished successfully..;
2026/07/01;11:20:22.815;INFO;================================================================================;
2026/07/01;11:20:22.815;INFO;[Validation] Validating aeb_csc_002_001.xosc.;
2026/07/01;11:20:22.815;INFO;--------------------------------------------------------------------------------;
2026/07/01;11:20:22.826;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/07/01;11:20:22.826;INFO;--------------------------------------------------------------------------------;
2026/07/01;11:20:22.864;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/07/01;11:20:22.864;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/07/01;11:20:22.865;INFO;[Validation] Validation finished. Duration: 49ms.;
2026/07/01;11:20:22.865;INFO;================================================================================;
2026/07/01;11:20:22.865;INFO;[Loading   ] Loading aeb_csc_002_001.xosc;
2026/07/01;11:20:22.873;INFO;[Loading   ] Loading finished. Duration: 8ms;
2026/07/01;11:20:22.873;INFO;================================================================================;
2026/07/01;11:20:22.873;INFO;[Conversion] Converting aeb_csc_002_001.xosc;
2026/07/01;11:20:23.700;WARN;[Conversion][Entity       ] Entity: Ego. Traffic template file "car_ego" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/07/01;11:20:23.700;INFO;[Conversion][Entity       ] Entity: Ego. Vehicle Infofile "aeb_csc_002_001_Ego" is found in project directory;
2026/07/01;11:20:23.700;WARN;[Conversion][Entity       ] Entity: TV. Traffic template file "car" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/07/01;11:20:23.700;INFO;[Conversion][Entity       ] Entity: TV. Traffic template file "aeb_csc_002_001_TV" is found in project directory. File "aeb_csc_002_001_TV" updated in project directory.;
2026/07/01;11:20:23.700;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/07/01;11:20:23.700;INFO;[Conversion]        [Condition    ] Condition: end. Converted.;
2026/07/01;11:20:23.700;INFO;[Conversion][Entity       ] Entity: TV. Converting Maneuvers.;
2026/07/01;11:20:23.700;INFO;[Conversion]    [Event        ] Event: act_1->TV_emergency_brake->TV_emergency_brake_maneuver->TV_brake_event. Converted.;
2026/07/01;11:20:23.700;INFO;[Conversion]        [Action       ] Action: TV_emergency_brake_action. Converted.;
2026/07/01;11:20:23.700;INFO;[Conversion]        [Condition    ] Condition: TV_emergency_brake_start. Converted.;
2026/07/01;11:20:23.700;INFO;[Conversion]    [Event        ] Event: act_1->TV_emergency_brake->TV_emergency_brake_maneuver->TV_hold_stop_event. Converted.;
2026/07/01;11:20:23.700;INFO;[Conversion]        [Action       ] Action: TV_hold_stop_action. Converted.;
2026/07/01;11:20:23.701;INFO;[Conversion]        [Condition    ] Condition: TV_hold_after_emergency_brake. Converted.;
2026/07/01;11:20:23.701;INFO;[Conversion] Conversion finished. Duration: 827ms;
2026/07/01;11:20:23.701;INFO;================================================================================;
2026/07/01;11:20:23.701;INFO;[Write     ] Writing InfoFiles;
2026/07/01;11:20:23.704;INFO;[Write     ] Driver template file "Data\Driver\Template\Car_Normal_osc" is found in project directory;
2026/07/01;11:20:23.704;INFO;[Write     ] TestRun file path: Data\TestRun\aeb_csc_002_001;
2026/07/01;11:20:23.704;INFO;[Write     ] Road file path: Data\Road\aeb_csc_002_001_road.rd5;
2026/07/01;11:20:23.705;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260701_112022_aeb_csc_002_001.txt;
2026/07/01;11:20:23.705;INFO;[Write     ] Writing finished. Duration: 4ms;
2026/07/01;11:20:23.705;INFO;================================================================================;
2026/07/01;11:20:23.705;INFO;Process finished successfully. Total conversion time: 890ms;
2026/07/01;11:20:23.705;INFO;================================================================================;
