Date;Time;Severity;Message
2026/06/26;10:36:41.757;INFO;[Config    ] Configuring the converter.;
2026/06/26;10:36:41.759;INFO;[Config    ] Configuration finished successfully..;
2026/06/26;10:36:41.759;INFO;================================================================================;
2026/06/26;10:36:41.759;INFO;[Validation] Validating acc_csc_010_001.xosc.;
2026/06/26;10:36:41.760;INFO;--------------------------------------------------------------------------------;
2026/06/26;10:36:41.795;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/06/26;10:36:41.795;INFO;--------------------------------------------------------------------------------;
2026/06/26;10:36:41.842;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/06/26;10:36:41.842;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/06/26;10:36:41.842;INFO;[Validation] Validation finished. Duration: 83ms.;
2026/06/26;10:36:41.842;INFO;================================================================================;
2026/06/26;10:36:41.842;INFO;[Loading   ] Loading acc_csc_010_001.xosc;
2026/06/26;10:36:41.861;INFO;[Loading   ] Loading finished. Duration: 18ms;
2026/06/26;10:36:41.861;INFO;================================================================================;
2026/06/26;10:36:41.861;INFO;[Conversion] Converting acc_csc_010_001.xosc;
2026/06/26;10:36:43.071;INFO;[Conversion][Entity       ] Entity: Ego. Vehicle Infofile "acc_csc_010_001_Ego" is found in project directory;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: Pedestrian. Traffic template file "acc_csc_010_001_Pedestrian" is found in project directory. File "acc_csc_010_001_Pedestrian" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: TV1. Traffic template file "acc_csc_010_001_TV1" is found in project directory. File "acc_csc_010_001_TV1" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: TV2. Traffic template file "acc_csc_010_001_TV2" is found in project directory. File "acc_csc_010_001_TV2" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: car1. Traffic template file "acc_csc_010_001_car1" is found in project directory. File "acc_csc_010_001_car1" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: car2. Traffic template file "acc_csc_010_001_car2" is found in project directory. File "acc_csc_010_001_car2" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: car3. Traffic template file "acc_csc_010_001_car3" is found in project directory. File "acc_csc_010_001_car3" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: park_car1. Traffic template file "acc_csc_010_001_park_car1" is found in project directory. File "acc_csc_010_001_park_car1" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: park_car2. Traffic template file "acc_csc_010_001_park_car2" is found in project directory. File "acc_csc_010_001_park_car2" updated in project directory.;
2026/06/26;10:36:43.072;INFO;[Conversion][Entity       ] Entity: park_car3. Traffic template file "acc_csc_010_001_park_car3" is found in project directory. File "acc_csc_010_001_park_car3" updated in project directory.;
2026/06/26;10:36:43.073;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/06/26;10:36:43.073;INFO;[Conversion]        [Condition    ] Condition: end. Converted.;
2026/06/26;10:36:43.073;ERROR;[Conversion][Entity       ] Entity: Ego. No events are defined for ego vehicle and default maneuver is not activated. This may result in a not-executable test run. Consider using default maneuver.;
2026/06/26;10:36:43.073;INFO;[Conversion][Entity       ] Entity: Ego. Converting Maneuvers as Ego.;
2026/06/26;10:36:43.073;INFO;[Conversion][Entity       ] Entity: TV1. Converting Maneuvers.;
2026/06/26;10:36:43.073;INFO;[Conversion]    [Event        ] Event: act_1->TV1_cutout->TV1_cutout_maneuver->TV1_cutout_event. Converted.;
2026/06/26;10:36:43.073;INFO;[Conversion]        [Action       ] Action: TV1_cutout_action. Converted.;
2026/06/26;10:36:43.073;INFO;[Conversion]        [Condition    ] Condition: TV1_cutout_start. Converted.;
2026/06/26;10:36:43.073;INFO;[Conversion]    [Event        ] Event: act_1->TV1_cutout->TV1_cutout_maneuver->TV1_maintain_speed_event. Converted.;
2026/06/26;10:36:43.073;INFO;[Conversion]        [Action       ] Action: TV1_maintain_speed. Converted.;
2026/06/26;10:36:43.073;INFO;[Conversion]        [Condition    ] Condition: TV1_maintain_speed_condition. Converted.;
2026/06/26;10:36:43.073;INFO;[Conversion] Conversion finished. Duration: 1s 212ms;
2026/06/26;10:36:43.073;INFO;================================================================================;
2026/06/26;10:36:43.073;INFO;[Write     ] Writing InfoFiles;
2026/06/26;10:36:43.078;INFO;[Write     ] Driver template file "Data\Driver\Template\Car_Normal_osc" is found in project directory;
2026/06/26;10:36:43.078;INFO;[Write     ] TestRun file path: Data\TestRun\OSC_Imported\ACC\acc_csc_010_001;
2026/06/26;10:36:43.079;INFO;[Write     ] Road file path: Data\Road\ALKS_Road_Different_Curvatures.rd5;
2026/06/26;10:36:43.080;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260626_103641_acc_csc_010_001.txt;
2026/06/26;10:36:43.081;INFO;[Write     ] Writing finished. Duration: 7ms;
2026/06/26;10:36:43.081;INFO;================================================================================;
2026/06/26;10:36:43.081;INFO;Process finished successfully. Total conversion time: 1s 321ms;
2026/06/26;10:36:43.081;INFO;================================================================================;
