Date;Time;Severity;Message
2026/07/01;10:25:17.722;INFO;[Config    ] Configuring the converter.;
2026/07/01;10:25:17.733;INFO;[Config    ] Configuration finished successfully..;
2026/07/01;10:25:17.733;INFO;================================================================================;
2026/07/01;10:25:17.733;INFO;[Validation] Validating aeb_csc_001_001.xosc.;
2026/07/01;10:25:17.733;INFO;--------------------------------------------------------------------------------;
2026/07/01;10:25:17.744;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/07/01;10:25:17.744;INFO;--------------------------------------------------------------------------------;
2026/07/01;10:25:17.781;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/07/01;10:25:17.781;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/07/01;10:25:17.781;INFO;[Validation] Validation finished. Duration: 48ms.;
2026/07/01;10:25:17.781;INFO;================================================================================;
2026/07/01;10:25:17.781;INFO;[Loading   ] Loading aeb_csc_001_001.xosc;
2026/07/01;10:25:17.791;INFO;[Loading   ] Loading finished. Duration: 9ms;
2026/07/01;10:25:17.791;INFO;================================================================================;
2026/07/01;10:25:17.791;INFO;[Conversion] Converting aeb_csc_001_001.xosc;
2026/07/01;10:25:18.926;WARN;[Conversion][Entity       ] Entity: Ego. Traffic template file "car_ego" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/07/01;10:25:18.927;WARN;[Conversion][Entity       ] Entity: TV. Traffic template file "car" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/07/01;10:25:18.927;INFO;[Conversion][Entity       ] Entity: TV. File "aeb_csc_001_001_TV" created in project directory;
2026/07/01;10:25:18.927;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/07/01;10:25:18.927;INFO;[Conversion]        [Condition    ] Condition: end. Converted.;
2026/07/01;10:25:18.927;INFO;[Conversion][Entity       ] Entity: TV. Converting Maneuvers.;
2026/07/01;10:25:18.927;INFO;[Conversion]    [Event        ] Event: act_1->TV_slowdown_reachTTC->TV_slowdown_reachTTC_maneuver->TV_slowdown_reachTTC_event. Converted.;
2026/07/01;10:25:18.927;INFO;[Conversion]        [Action       ] Action: TV_slowdown_reachTTC_action. Converted.;
2026/07/01;10:25:18.927;INFO;[Conversion]        [Condition    ] Condition: TV_slowdown_reachTTC_start. Converted.;
2026/07/01;10:25:18.927;ERROR;[Conversion]    [Event        ] Event: act_1->TV_slowdown_reachTTC->TV_slowdown_reachTTC_maneuver->TV_hold_speed_event. At least one action or condition was invalid.;
2026/07/01;10:25:18.927;INFO;[Conversion]        [Action       ] Action: TV_hold_speed_action. Converted.;
2026/07/01;10:25:18.927;ERROR;[Conversion]        [Condition    ] Condition: TV_hold_after_slowdown_reachTTC. StoryboardElement of type "Event" with name "TV_slowdonw_reachTTC_event" not found.;
2026/07/01;10:25:18.927;ERROR;[Conversion]        [Condition    ] Condition: StartTrigger. StartTrigger is invalid and will be ignored.;
2026/07/01;10:25:18.927;INFO;[Conversion] Conversion finished. Duration: 1s 135ms;
2026/07/01;10:25:18.927;INFO;================================================================================;
2026/07/01;10:25:18.927;INFO;[Write     ] Writing InfoFiles;
2026/07/01;10:25:18.929;INFO;[Write     ] Driver template file "Data\Driver\Template\Car_Normal_osc" is found in project directory;
2026/07/01;10:25:18.929;INFO;[Write     ] TestRun file path: Data\TestRun\aeb_csc_001_001;
2026/07/01;10:25:18.930;INFO;[Write     ] Road file path: Data\Road\aeb_csc_001_001_road.rd5;
2026/07/01;10:25:18.930;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260701_102517_aeb_csc_001_001.txt;
2026/07/01;10:25:18.931;INFO;[Write     ] Writing finished. Duration: 3ms;
2026/07/01;10:25:18.931;INFO;================================================================================;
2026/07/01;10:25:18.931;INFO;Process finished successfully. Total conversion time: 1s 197ms;
2026/07/01;10:25:18.931;INFO;================================================================================;
